timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1707552838475,673,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-28,text,true,,171182,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,545,0,0
1707552839149,640,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-28,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,526,0,0
1707552839110,921,Search/search.html-404,200,OK,LoadTest 1-29,text,true,,175458,782,3,3,https://www.theitdepot.com/search.html?keywords=keyboard,775,0,0
1707552839790,555,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-28,text,true,,106182,786,3,3,https://www.theitdepot.com/shopping-cart.html,439,0,0
1707552840033,645,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-29,text,true,,171064,833,2,2,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,531,0,0
1707552840022,804,Home/-376,200,OK,LoadTest 1-30,text,true,,196384,662,2,2,https://www.theitdepot.com/,650,0,129
1707552840680,560,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-29,text,true,,103702,819,2,2,https://www.theitdepot.com/mywishlist.html,452,0,0
1707552840829,975,Search/search.html-404,200,OK,LoadTest 1-30,text,true,,175458,782,2,2,https://www.theitdepot.com/search.html?keywords=keyboard,824,0,0
1707552841241,577,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-29,text,true,,106182,786,2,2,https://www.theitdepot.com/shopping-cart.html,466,0,0
1707552841805,689,Select/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html-425,200,OK,LoadTest 1-30,text,true,,171294,833,1,1,https://www.theitdepot.com/details-Dell+KB216+Wired+USB+Keyboard_C3P27181.html,573,0,0
1707552842493,588,AddtoWishList/mywishlist.html-541,200,OK,LoadTest 1-30,text,true,,103702,819,1,1,https://www.theitdepot.com/mywishlist.html,474,0,0
1707552843082,571,AddtoCart/shopping-cart.html-566,200,OK,LoadTest 1-30,text,true,,106182,786,1,1,https://www.theitdepot.com/shopping-cart.html,457,0,0
